;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
42;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 214464172.13};{u'date': u'2017-03-13', u'value': 113847071.78};Euro;[BNPST06 FP, BNPDY6P FP];{u'isin': u'FR0007035365', u'bloomberg': u'BNPST06 FP', u'apir': None};1669;Euro;4472;{u'type': u'isin', u'value': u'FR0007035365'};FR0007035365;BNP PARIBAS DYNAMIQUE 6 MOIS [CLASSIC, C];Fixed Income;;[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0010478727, FR0007035365];[FR0010478727, FR0007035365];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS DYNAMIQUE 6 MOIS;{u'date': u'2017-03-13', u'value': 2044.22};{u'date': u'2017-03-13', u'value': 2044.22};Monde;[];2;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 0.329665477843}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.101841968684}, u'performance_5y': {u'date': u'2017-02-28', u'value': 3.05203116025}, u'performance_3y': {u'date': u'2017-02-28', u'value': 1.45046157815}};;BNPST06 FP;FR0007035365;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-dynamique-6-mois-classic-c-fr0007035365
43;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 8901994.26};{u'date': u'2017-03-13', u'value': 535250.47};Euro;[GOMA FP, BNBEGTP LX];{u'isin': u'LU1291090766', u'bloomberg': u'BNBEGTP LX', u'apir': None};19846;Euro;19864;{u'type': u'isin', u'value': u'LU1291090766'};LU1291090766;BNP PARIBAS EASY BARCLAYS EURO GOVERNMENT INFLATION LINKED ALL MATURITIES [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291090766, LU1481200217];[LU1291090766, LU1481200217];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY BARCLAYS EURO GOVERNMENT INFLATION LINKED ALL MATURITIES;{u'date': u'2017-03-13', u'value': 103.82};{u'date': u'2017-03-13', u'value': 103.82};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.90978924562}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -2.73561926176}, u'performance_3y': {u'date': u'2017-02-28', u'value': 7.66326530612}};;BNBEGTP LX;LU1291090766;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-barclays-euro-government-inflation-linked-all-maturities-track-privilege-c-lu1291090766
44;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 2967485.62};{u'date': u'2017-03-13', u'value': 2967485.62};Dollar;[USTY FP];{u'isin': u'LU1481200308', u'bloomberg': u'USTY FP', u'apir': None};20235;Dollar;20241;{u'type': u'isin', u'value': u'LU1481200308'};LU1481200308;BNP PARIBAS EASY BARCLAYS US TREASURY [UCITS ETF, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1481200308];[LU1481200308];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY BARCLAYS US TREASURY;{u'date': u'2017-03-13', u'value': 98.92};{u'date': None, u'value': None};Monde;[];3;Obligations internationales;;;USTY FP;LU1481200308;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-barclays-us-treasury-ucits-etf-c-lu1481200308
45;[None];Actions;{u'date': u'2017-03-14', u'value': 214440634.75};{u'date': u'2017-03-14', u'value': 214440634.75};Euro;[E40 FP Equity];{u'isin': u'FR0010150458', u'bloomberg': u'E40 FP Equity', u'apir': None};1573;Euro;4149;{u'type': u'isin', u'value': u'FR0010150458'};FR0010150458;BNP PARIBAS EASY CAC 40®  UCITS ETF [CLASSIQUE, D];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/8167db3f-47f3-4781-a554-8ead8f6fc691/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010150458];[FR0010150458];THEAM;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY CAC 40®  UCITS ETF;{u'date': u'2017-03-14', u'value': 48.6868};{u'date': u'2017-03-14', u'value': 48.6868};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.4129101217}, u'performance_ytd': {u'date': u'2017-03-14', u'value': 2.31178039242}, u'performance_5y': {u'date': u'2017-02-28', u'value': 66.5234953921}, u'performance_3y': {u'date': u'2017-02-28', u'value': 21.0097572107}};;E40 FP Equity;FR0010150458;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-cac-40-ucits-etf-classique-d-fr0010150458
46;[None];Actions;{u'date': u'2017-03-13', u'value': 18376574.95};{u'date': u'2017-03-13', u'value': 18376574.95};Dollar;[ETI FP];{u'isin': u'FR0010378570', u'bloomberg': u'ETI FP', u'apir': None};1491;Dollar;3945;{u'type': u'isin', u'value': u'FR0010378570'};FR0010378570;BNP PARIBAS EASY DJ ISLAMIC MARKET TITANS 100 UCITS ETF [CLASSIQUE, H];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/8eb1c0e4-93e8-4cac-a32e-cef6245a26c4/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010378570];[FR0010378570];THEAM;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY DJ ISLAMIC MARKET TITANS 100 UCITS ETF;{u'date': u'2017-03-13', u'value': 406.1391};{u'date': None, u'value': None};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 17.7417667296}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 7.58101638777}, u'performance_5y': {u'date': u'2017-02-28', u'value': 54.4926869674}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.1625247411}};;ETI FP;FR0010378570;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-easy-dj-islamic-market-titans-100-ucits-etf-classique-h-fr0010378570
47;[None, None];Actions;{u'date': u'2017-03-13', u'value': 437137421.74};{u'date': u'2017-03-13', u'value': 436093331.51};Euro;[EVOE FP, VLED FP];{u'isin': u'LU1377381717', u'bloomberg': u'EVOE FP', u'apir': None};19937;Euro;19945;{u'type': u'isin', u'value': u'LU1377381717'};LU1377381717;BNP PARIBAS EASY EQUITY LOW VOL EUROPE [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1481201025, LU1377381717];[LU1481201025, LU1377381717];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EQUITY LOW VOL EUROPE;{u'date': u'2017-03-13', u'value': 106.4356};{u'date': u'2017-03-13', u'value': 106.4356};Europe;[];5;Actions européennes;{};;EVOE FP;LU1377381717;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-equity-low-vol-europe-ucits-etf-c-lu1377381717
48;[None, None];Actions;{u'date': u'2017-03-13', u'value': 28624420.64};{u'date': u'2017-03-13', u'value': 26593223.03};Euro;[EVOU FP, None];{u'isin': u'LU1377381980', u'bloomberg': u'EVOU FP', u'apir': None};19938;Euro;19946;{u'type': u'isin', u'value': u'LU1377381980'};LU1377381980;BNP PARIBAS EASY EQUITY LOW VOL US [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1377381980, LU1481201298];[LU1377381980, LU1481201298];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EQUITY LOW VOL US;{u'date': u'2017-03-13', u'value': 114.4769};{u'date': u'2017-03-13', u'value': 114.4769};Amérique du Nord;[];5;Actions américaines;{};;EVOU FP;LU1377381980;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/bnp-paribas-easy-equity-low-vol-us-ucits-etf-c-lu1377381980
49;[None, None];Actions;{u'date': u'2017-03-13', u'value': 53713550.9};{u'date': u'2017-03-13', u'value': 52663858.85};Euro;[EMOM FP, MOED FP];{u'isin': u'LU1377382012', u'bloomberg': u'EMOM FP', u'apir': None};19939;Euro;19947;{u'type': u'isin', u'value': u'LU1377382012'};LU1377382012;BNP PARIBAS EASY EQUITY MOMENTUM EUROPE [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1377382012, LU1481201538];[LU1377382012, LU1481201538];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EQUITY MOMENTUM EUROPE;{u'date': u'2017-03-13', u'value': 110.1588};{u'date': u'2017-03-13', u'value': 110.1588};Europe;[];6;Actions européennes;{};;EMOM FP;LU1377382012;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-equity-momentum-europe-ucits-etf-c-lu1377382012
50;[None, None];Actions;{u'date': u'2017-03-13', u'value': 33128626.98};{u'date': u'2017-03-13', u'value': 32086690.3};Euro;[QUED FP, EQUA FP];{u'isin': u'LU1377382103', u'bloomberg': u'EQUA FP', u'apir': None};19941;Euro;19949;{u'type': u'isin', u'value': u'LU1377382103'};LU1377382103;BNP PARIBAS EASY EQUITY QUALITY EUROPE [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1481201611, LU1377382103];[LU1481201611, LU1377382103];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EQUITY QUALITY EUROPE;{u'date': u'2017-03-13', u'value': 106.8264};{u'date': u'2017-03-13', u'value': 106.8264};Europe;[];6;Actions européennes;{};;EQUA FP;LU1377382103;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-equity-quality-europe-ucits-etf-c-lu1377382103
51;[None, None];Actions;{u'date': u'2017-03-13', u'value': 39769894.63};{u'date': u'2017-03-13', u'value': 38698450.81};Euro;[VALD FP, EVAE FP];{u'isin': u'LU1377382285', u'bloomberg': u'EVAE FP', u'apir': None};19940;Euro;19948;{u'type': u'isin', u'value': u'LU1377382285'};LU1377382285;BNP PARIBAS EASY EQUITY VALUE EUROPE [UCITS ETF, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1481201702, LU1377382285];[LU1481201702, LU1377382285];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EQUITY VALUE EUROPE;{u'date': u'2017-03-13', u'value': 116.235};{u'date': u'2017-03-13', u'value': 116.235};Europe;[];6;Actions européennes;{};;EVAE FP;LU1377382285;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-equity-value-europe-ucits-etf-c-lu1377382285
52;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 1122463483.86};{u'date': u'2017-03-13', u'value': 408032463.46};Euro;[ETCC FP Equity, ETDD GR Equity, ETBB GR Equity];{u'isin': u'FR0012739431', u'bloomberg': u'ETDD GR Equity', u'apir': None};18014;Euro;18016;{u'type': u'isin', u'value': u'FR0012739431'};FR0012739431;BNP PARIBAS EASY EURO STOXX 50 UCITS ETF [EUR C, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/f7c07904-057f-418a-9484-3c39d8607f1e/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0012739431, FR0012740983, FR0012740975];[FR0012739431, FR0012740983, FR0012740975];AUTO GEREE;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY EURO STOXX 50 UCITS ETF;{u'date': u'2017-03-13', u'value': 51.3684};{u'date': u'2017-03-13', u'value': 51.3684};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 16.5307041806}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.84244692009}, u'performance_5y': {u'date': u'2017-02-28', u'value': 57.300754604}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.0674389787}};;ETDD GR Equity;FR0012739431;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-euro-stoxx-50-ucits-etf-eur-c-c-fr0012739431
53;[None];Actions;{u'date': u'2017-03-13', u'value': 158923610.9};{u'date': u'2017-03-13', u'value': 158923610.9};Euro;[EEP FP];{u'isin': u'LU1291091228', u'bloomberg': u'EEP FP', u'apir': None};19790;Euro;19796;{u'type': u'isin', u'value': u'LU1291091228'};LU1291091228;BNP PARIBAS EASY FTSE EPRA/NAREIT DEVELOPED EUROPE [UCITS ETF QD, D];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/4ce412fd-3954-4cd3-aa7d-90f9a8c335c3/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291091228];[LU1291091228];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY FTSE EPRA/NAREIT DEVELOPED EUROPE;{u'date': u'2017-03-13', u'value': 192.5285};{u'date': u'2017-03-13', u'value': 192.5285};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.18138031144}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -1.59732556495}, u'performance_5y': {u'date': u'2017-02-28', u'value': 86.6763805637}, u'performance_3y': {u'date': u'2017-02-28', u'value': 30.1163680426}};;EEP FP;LU1291091228;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-ftse-epra-nareit-developed-europe-ucits-etf-qd-d-lu1291091228
54;[None, None];Actions;{u'date': u'2017-03-13', u'value': 495733625.8};{u'date': u'2017-03-13', u'value': 257431681.74};Euro;[EEA FP Equity, EEEG GR];{u'isin': u'LU0192223062', u'bloomberg': u'EEEG GR', u'apir': None};19708;Euro;19711;{u'type': u'isin', u'value': u'LU0192223062'};LU0192223062;BNP PARIBAS EASY FTSE EPRA/NAREIT EUROZONE CAPPED [UCITS ETF QD, D];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d144a517-bbc7-4063-80d7-207bcb84a390/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU0192223062, LU0950381748];[LU0192223062, LU0950381748];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY FTSE EPRA/NAREIT EUROZONE CAPPED;{u'date': u'2017-03-13', u'value': 223.8067};{u'date': u'2017-03-13', u'value': 223.8067};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.6588334686}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -1.62485281778}, u'performance_5y': {u'date': u'2017-02-28', u'value': 87.5395440915}, u'performance_3y': {u'date': u'2017-02-28', u'value': 39.7968138072}};;EEEG GR;LU0192223062;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-ftse-epra-nareit-eurozone-capped-ucits-etf-qd-d-lu0192223062
55;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 162672344.34};{u'date': u'2017-03-13', u'value': 48851758.52};Dollar;[JPMGDTC LX, JPMGDTH LX];{u'isin': u'LU1291092119', u'bloomberg': u'JPMGDTH LX', u'apir': None};19847;Euro;19853;{u'type': u'isin', u'value': u'LU1291092119'};LU1291092119;BNP PARIBAS EASY JPM EMBI GLOBAL DIVERSIFIED COMPOSITE [TRACK PRIVILEGE H EUR, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291092119, LU1291091814];[LU1291092119, LU1291091814];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY JPM EMBI GLOBAL DIVERSIFIED COMPOSITE;{u'date': u'2017-03-13', u'value': 106.79};{u'date': u'2017-03-13', u'value': 106.79};Monde;[];4;Obligations internationales;{u'performance_ytd': {u'date': u'2017-03-13', u'value': 1.82112890923}};;JPMGDTH LX;LU1291092119;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-embi-global-diversified-composite-track-privilege-h-eur-c-lu1291092119
56;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 597361920.29};{u'date': u'2017-03-13', u'value': 2966295.17};Euro;[BNJPTPC LX];{u'isin': u'LU1291092978', u'bloomberg': u'BNJPTPC LX', u'apir': None};19848;Euro;19859;{u'type': u'isin', u'value': u'LU1291092978'};LU1291092978;BNP PARIBAS EASY JPM GBI EMU [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291092978];[LU1291092978];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY JPM GBI EMU;{u'date': u'2017-03-13', u'value': 122.8};{u'date': u'2017-03-13', u'value': 122.8};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.723773164718}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -2.49325075433}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.0221065132}};;BNJPTPC LX;LU1291092978;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-gbi-emu-track-privilege-c-lu1291092978
57;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 15377677.36};{u'date': u'2017-03-13', u'value': 3867326.45};Euro;[BNJGGTP LX];{u'isin': u'LU1291093604', u'bloomberg': u'BNJGGTP LX', u'apir': None};19964;Euro;19969;{u'type': u'isin', u'value': u'LU1291093604'};LU1291093604;BNP PARIBAS EASY JPM GBI GLOBAL EX EMU HEDGED EUR [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291093604];[LU1291093604];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};5;{u'date': u'2017-03-08', u'value': u'5'};BNP PARIBAS EASY JPM GBI GLOBAL EX EMU HEDGED EUR;{u'date': u'2017-03-13', u'value': 92.07};{u'date': u'2017-03-13', u'value': 92.07};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -1.91639465094}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.893433799785}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.7041742287}};;BNJGGTP LX;LU1291093604;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-jpm-gbi-global-ex-emu-hedged-eur-track-privilege-c-lu1291093604
58;[None];Actions;{u'date': u'2017-03-13', u'value': 53576319.86};{u'date': u'2017-03-13', u'value': 53576319.86};Euro;[ECN FP];{u'isin': u'FR0010655597', u'bloomberg': u'ECN FP', u'apir': None};1342;Euro;3565;{u'type': u'isin', u'value': u'FR0010655597'};FR0010655597;BNP PARIBAS EASY LOW CARBON 100 EUROPE UCITS ETF [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/58283a96-f16a-4498-b357-ee72de5279f9/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010655597];[FR0010655597];THEAM;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY LOW CARBON 100 EUROPE UCITS ETF;{u'date': u'2017-03-13', u'value': 148.4569};{u'date': u'2017-03-13', u'value': 148.4569};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.5034796361}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 4.55771571202}, u'performance_5y': {u'date': u'2017-02-28', u'value': 58.4597372074}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.0994506089}};;ECN FP;FR0010655597;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-low-carbon-100-europe-ucits-etf-classique-c-fr0010655597
59;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 276489831.42};{u'date': u'2017-03-13', u'value': 14496067.53};Euro;[BNMIETP LX, ELQC FP];{u'isin': u'LU1291094321', u'bloomberg': u'BNMIETP LX', u'apir': None};19849;Euro;19927;{u'type': u'isin', u'value': u'LU1291094321'};LU1291094321;BNP PARIBAS EASY MARKIT IBOXX EUR LIQUID CORPORATES [TRACK PRIVILEGE, C];Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291094321, LU1481202775];[LU1291094321, LU1481202775];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MARKIT IBOXX EUR LIQUID CORPORATES;{u'date': u'2017-03-13', u'value': 107.94};{u'date': u'2017-03-13', u'value': 107.94};Monde;[];3;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.00801508722}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -0.790441176471}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.95671254738}};;BNMIETP LX;LU1291094321;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-markit-iboxx-eur-liquid-corporates-track-privilege-c-lu1291094321
60;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 35016471.16};{u'date': u'2017-03-13', u'value': 32820662.74};Dollar;[BNMPRHE LX];{u'isin': u'LU1291096375', u'bloomberg': u'BNMPRHE LX', u'apir': None};19966;Euro;19982;{u'type': u'isin', u'value': u'LU1291096375'};LU1291096375;BNP PARIBAS EASY MARKIT IBOXX GLOBAL DEVELOPED MARKETS LIQUID 100 HIGH YIELD CAPPED TRACK PRIVILEGE RH EUR CAPITALISATION;Fixed Income;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_KIID];[LU1291096375];[LU1291096375];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY MARKIT IBOXX GLOBAL DEVELOPED MARKETS LIQUID 100 HIGH YIELD CAPPED (USD HEDGED);{u'date': u'2017-03-13', u'value': 104.6};{u'date': u'2017-03-13', u'value': 104.6};Monde;[];4;Obligations internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.0042462845}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 0.567253148736}};;BNMPRHE LX;LU1291096375;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-internationales/bnp-paribas-easy-markit-iboxx-global-developed-markets-liquid-100-high-yield-capped-track-privilege-rh-eur-capitalisationlu1291096375
